id,firstName,lastName,secondName,dateOfBirth,dateOfDeath,placeOfBirth,placeOfBirthName,placeOfDeath,placeOfDeathName,travel,burialPlace,burialDate,testament,actTestament,dateBaptism,religion,gender,stcn,orphanage,education,posUniversity,miscellaneous,profStart,profEnd,father,fatherName,mother,motherName
JJ676,'Jacob','Jansz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1606',NULL,'P1812',NULL,'P1813',NULL
JJ677,'Jacob','Jansz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1652',NULL,'P1815',NULL,'P1816',NULL
JJ678,'Jan','Jansz',NULL,NULL,NULL,'PLACE45','hoorn',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1621',NULL,'P1817',NULL,'P1818',NULL
JJ679,'Jan','Jansz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1650',NULL,'P1820',NULL,'P1821',NULL
JP680,'Pieter','Jansz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1532','1546','P1822',NULL,'P1823',NULL
JJ682,'Joris','Jebisz',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1621',NULL,'P1826',NULL,'P1827',NULL
JIV683,'Ielcerus','Jellegaers Jelgers','Viert Wyert, Wiardus','1634',NULL,'PLACE4','leeuwarden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1612','1630','P1829',NULL,'P1830',NULL
JP684,'Pieter','Jesupre',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1721','1722','P1833',NULL,'P1834',NULL
JHV685,'Hendrik','Jever','van','1690',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1720',NULL,'P1836',NULL,'P1837',NULL
JW686,'Wernher','Jobsson',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1588',NULL,'P1838',NULL,'P1839',NULL
JT687,'Theodore','Johannes',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1612',NULL,'P1840',NULL,'P1841',NULL
JJ688,'Jacob','Jolie',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1750',NULL,'P1842',NULL,'P1843',NULL
JW689,'Willem','Jolie Jollie',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1768','1792','P1844',NULL,'P1845',NULL
JEJ690,'Engel','Jonge','Jacobsz Angelus Jacobi Junior','1654',NULL,'PLACE137',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1627','1630','P1846',NULL,'P1847',NULL
JJE691,'Jacob','Jonge','Engelsz de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1654','75','P1849',NULL,'P1850',NULL
JB692,'Bernardus','Jongelijn',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1732','1747','P1852',NULL,'P1853',NULL
JC693,'Claude','Jordan',NULL,'1686',NULL,'PLACE138',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1681','83','P1855',NULL,'P1856',NULL
JJ694,'Jacob','Jorisz',NULL,'29',NULL,'PLACE139',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1546',NULL,'P1857',NULL,'P1858',NULL
JJ695,'Johannes','Jucundus',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1571','1589','P1859',NULL,'P1860',NULL
KAI696,'Abraham','Kallewier','I',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1720','1759','P1861',NULL,'P1862',NULL
KAI697,'Abraham','Kallewier','II','1775',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1759','1773','P1863',NULL,'P1864',NULL
KJ698,'Johannes','Kallewier',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1721',NULL,'P1868',NULL,'P1869',NULL
KNG700,'Nikolaas','Kampen','Godfried van','15',NULL,'PLACE6','amsterdam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1795',NULL,'P1872',NULL,'P1873',NULL
KA701,'Abraham','Kanjewielle',NULL,'1691',NULL,'PLACE140',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1690',NULL,'P1874',NULL,'P1875',NULL
KJ702,'Jan','Karthuijsen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1721',NULL,'P1878',NULL,'P1879',NULL
KS704,'Simon','Keegem',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1761',NULL,'P1883',NULL,'P1884',NULL
KB705,'Barend','Keeseman',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1632',NULL,'P1886',NULL,'P1887',NULL
KJV706,'Johannes','Kellenaer','van de',NULL,NULL,'PLACE60','schiedam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1676','1703','P1888',NULL,'P1889',NULL
KAE707,'Anna','Keller','Elisabeth',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,'1768','92','P1891',NULL,'P1892',NULL
KA708,'Ambrosius','Kerckhem',NULL,NULL,NULL,'PLACE38','rotterdam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1687','1727','P1893',NULL,'P1894',NULL
KJV709,'Johannes','Kerckhem','van','12',NULL,'PLACE141',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1716','1751','P1896',NULL,'P1897',NULL
KJV710,'Jonas','Kerckhove','van de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1613',NULL,'P1899',NULL,'P1900',NULL
KD711,'David','Kettenes Kettenis',NULL,'1779',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1808',NULL,'P1902',NULL,'P1903',NULL
KJ712,'Johannes','Kettenes Kettenis',NULL,'1755',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1775',NULL,'P1905',NULL,'P1906',NULL
KCA713,'Cornelis','Keyser','Adriaensz de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1584',NULL,'P1907',NULL,'P1908',NULL
KGD714,'Gillis','Keyser','de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1697',NULL,'P1909',NULL,'P1910',NULL
KA715,'And','Khuysen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1708',NULL,'P1912',NULL,'P1913',NULL
KCC716,'Claes','Kieckenburch Kyckenburgh','Claesz van','1637',NULL,NULL,NULL,NULL,NULL,NULL,'begr. HK 6-12',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1627','1634','P1914',NULL,'P1915',NULL
KJC717,'Johannes','Kieckenburch Kyckenburgh','Claesz','1633',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1670',NULL,'P1917',NULL,'P1918',NULL
KJ718,'Johannes','Kieckens Kiekens',NULL,'1668',NULL,'PLACE142',NULL,NULL,NULL,NULL,'begr. buiten Leiden',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1656','1657','P1921',NULL,'P1922',NULL
KJ719,'Johannes','Kilsdonk',NULL,'1785',NULL,NULL,NULL,NULL,NULL,NULL,'begr. 28-6 buiten de stad',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1766',NULL,'P1924',NULL,'P1925',NULL
KJ720,'Johannes','Kips',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1722',NULL,'P1926',NULL,'P1927',NULL
KJ721,'Johannes','Kist',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1716',NULL,'P1928',NULL,'P1929',NULL
KHV722,'Hendrik','Kisten','van','1783',NULL,'PLACE129',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1756',NULL,'P1930',NULL,'P1931',NULL
KHV723,'Hermanus','Kievitsbergen','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1722',NULL,'P1933',NULL,'P1934',NULL
KE724,'Evert','Klase van ',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1690',NULL,'P1935',NULL,'P1936',NULL
KBV725,'Bernhardus','Kleef','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1766','1792','P1937',NULL,'P1938',NULL
KWD727,'Willem','Klerk','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1941',NULL,'P1942',NULL
KAD728,'Anna','Klijn','de','1789',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,'1763',NULL,'P1943',NULL,'P1944',NULL
KJ729,'Jeremias','Kloeck',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1672',NULL,'P1945',NULL,'P1946',NULL
KG730,'Gabriel','Kloos Cloos',NULL,'1655',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Luthers','M',NULL,NULL,NULL,NULL,NULL,'1687','1701','P1947',NULL,'P1948',NULL
KAD731,'Anthony','Klopper','de','26',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1738','1771','P1952',NULL,'P1953',NULL
KFI732,'Felix','Klopper Bucquoy','I de','26',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1719','1729','P1954',NULL,'P1955',NULL
KFI733,'Felix','Klopper','II de','22',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1780','1804','P1957',NULL,'P1958',NULL
VJ734,'Jacob','van der Kluijs',NULL,'1747',NULL,'PLACE119',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1737','1742','P1960',NULL,'P1961',NULL
KG735,'Gillis','Knotter',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1713','1721','P1962',NULL,'P1963',NULL
KP736,'Pieter','Koelaart',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1680',NULL,'P1964',NULL,'P1965',NULL
KCC737,'Cornelis','Koenesteyn','Cornelisz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1966',NULL,'P1967',NULL
KFC739,'Friedrich','Koenig','Christoph ?/Christiaan Friedrich',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1970',NULL,'P1971',NULL
KCF740,'Christoph','Koenig','Friedrich',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1782','1786','P1972',NULL,'P1973',NULL
KAA741,'Aaron','Koet','Arend',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Waals','M',NULL,NULL,NULL,NULL,NULL,'1739','1793','P1974',NULL,'P1975',NULL
KT742,'Thomas','Koet',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1775','1791','P1976',NULL,'P1977',NULL
KH743,'Hendrik','Koole',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1799',NULL,'P1979',NULL,'P1980',NULL
KAD744,'Arent','Kooning Koning','de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1749','1751','P1982',NULL,'P1983',NULL
KM745,'Moses','Kornielje Cornilje',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1727','1729','P1985',NULL,'P1986',NULL
KB746,'Bertram','Korts Corts',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1788',NULL,'P1987',NULL,'P1988',NULL
KCE747,'Corts','Korts Korsse','etc., Gerard Gerrit',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1739','1787','P1990',NULL,'P1991',NULL
KCE748,'Corts','Korts Korsse','etc., Willem','22',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1742','1750','P1992',NULL,'P1993',NULL
KA749,'Andries','Koster Coster',NULL,'1797',NULL,'PLACE143',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1765','1790','P1995',NULL,'P1996',NULL
KHJ750,'Hendrik','Koster Coster','jr',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1765','1783','P1998',NULL,'P1999',NULL
KJ751,'Johannes','Koster Coster',NULL,NULL,NULL,'PLACE144',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1711',NULL,'P2001',NULL,'P2002',NULL
KJD752,'Jan','Koussenaer','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1677',NULL,'P2003',NULL,'P2004',NULL
VW753,'Willem','van der Krans',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1693',NULL,'P2005',NULL,'P2006',NULL
KN754,'Nicolaas','Kroll',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1766',NULL,'P2007',NULL,'P2008',NULL
KH755,'Hendrik','Kruyssteen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1783','1786','P2009',NULL,'P2010',NULL
KD756,'Daniel','Kruysting',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1722',NULL,'P2011',NULL,'P2012',NULL
KJD757,'Josias','Kuyper','de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1681',NULL,'P2013',NULL,'P2014',NULL
KS758,'Samuel','Kwakkenbosch Quackenbos',NULL,'1701',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1729',NULL,'P2016',NULL,'P2017',NULL
VJ760,'Jan','van der Laan',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1700','1732','P2020',NULL,'P2021',NULL
LBV761,'Bernardus','Laar','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1809',NULL,'P2023',NULL,'P2024',NULL
LA762,'Andries','Lader',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1606',NULL,'P2025',NULL,'P2026',NULL
LD763,'Dirk','Lakeman',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1709','1726','P2028',NULL,'P2029',NULL
LJG764,'Johannes','La Lau','Gerard',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Waals','M',NULL,NULL,NULL,NULL,NULL,'1799',NULL,'P2031',NULL,'P2032',NULL
VP765,'Pieter','van der Lande',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1634',NULL,'P2033',NULL,'P2034',NULL
LJ766,'Jacob','Landtschots',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1578','1581','P2035',NULL,'P2036',NULL
LJC767,'Jan','Lang','Claesz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1620',NULL,'P2037',NULL,'P2038',NULL
LHD768,'Hans','Lange','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1612','1615','P2039',NULL,'P2040',NULL
LLD769,'Leendert','Lange','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1770',NULL,'P2041',NULL,'P2042',NULL
LH770,'Harkeles','Langendijck',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1730',NULL,'P2043',NULL,'P2044',NULL
LG771,'Gijsbert','Langerak',NULL,'1706',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1732','1735','P2045',NULL,'P2046',NULL
LJA772,'Johannes','Langerak','Arnoldus','1685',NULL,'PLACE1','leiden',NULL,NULL,NULL,'begr. PK 6-8; grafsteen bij Z. portaal',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1709','1754','P2048',NULL,'P2049',NULL
R773,NULL,'r A Layde ',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P2053',NULL,'P2054',NULL
M774,NULL,'Monsieur',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P2055',NULL,'P2056',NULL
LMV779,'Martinus','Lankeren','van','16',NULL,'PLACE38','rotterdam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P2065',NULL,'P2066',NULL
LJ780,'Jacob','Lansloots',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1582',NULL,'P2068',NULL,'P2069',NULL
LT781,'Thomas','Largie',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1730',NULL,'P2070',NULL,'P2071',NULL
LH782,'Hendrick','Laurensz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1613','1635','P2073',NULL,'P2074',NULL
LJ783,'Jacob','Lauwijck Louwijck',NULL,'20',NULL,'PLACE145',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1636','1666','P2075',NULL,'P2076',NULL
LLE785,'Lodowijcx','Lauwijck Louwick','etc., Pieter Alexandersz','1574',NULL,'PLACE54','nieuwpoort',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1598','1599','P2081',NULL,'P2082',NULL
LGV786,'G.J','Leeuwen','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P2083',NULL,'P2084',NULL
LIV787,'IJsbrandt','Leeuwen','van',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1680','1687','P2085',NULL,'P2086',NULL
LKV788,'Kaspar','Leeuwen','van','1770',NULL,NULL,NULL,NULL,NULL,NULL,'begr. buiten Leiden 14-8',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1758','1770','P2088',NULL,'P2089',NULL
LMV789,'Maarten','Leeuwen','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1668','1678','P2090',NULL,'P2091',NULL
LMI790,'Maerten','Leeuwen','IJsbrantsz van',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1656',NULL,'P2092',NULL,'P2093',NULL
LPI791,'Pieter','Leeuwen','I van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1809',NULL,'P2095',NULL,'P2096',NULL
LPI792,'Pieter','Leeuwen','II van','1799',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P2097',NULL,'P2098',NULL
LWV793,'Willem','Leeuwen','van',NULL,NULL,'PLACE87','den haag',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1642',NULL,'P2099',NULL,'P2100',NULL
LPL794,'Pieter','Leffen','Lucasz','1625',NULL,'PLACE1','leiden',NULL,NULL,NULL,'begr. HK 20-10',NULL,NULL,NULL,NULL,'Nederlands Hervormd','M',NULL,NULL,NULL,NULL,NULL,'1648','1667','P2102',NULL,'P2103',NULL
LW795,'Wouter','Leffen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1744','1755','P2105',NULL,'P2106',NULL
LP796,'Pierre','Le Grand',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1654','1655','P2107',NULL,'P2108',NULL
LAD797,'Andries','Leijne','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1737',NULL,'P2109',NULL,'P2110',NULL
LD798,'Dirck','Lenaertsz',NULL,NULL,NULL,'PLACE5','gouda',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1603',NULL,'P2112',NULL,'P2113',NULL
